Frequency (Hz)	Level (dB)
2701.171875	-72.410583
2704.101562	-71.317375
2707.031250	-72.256111
2709.960938	-72.052986
2712.890625	-71.795143
2715.820312	-72.322067
2718.750000	-72.570862
2721.679688	-72.829041
2724.609375	-73.294395
2727.539062	-72.979111
2730.468750	-73.054901
2733.398438	-72.806740
2736.328125	-72.960381
2739.257812	-72.702522
2742.187500	-72.751991
2745.117188	-73.074432
2748.046875	-73.362778
2750.976562	-72.802742
2753.906250	-73.344376
2756.835938	-72.146561
2759.765625	-72.442825
2762.695312	-72.484322
2765.625000	-72.045753
2768.554688	-72.894653
2771.484375	-73.164551
2774.414062	-72.938568
2777.343750	-73.673515
2780.273438	-72.419601
2783.203125	-72.345650
2786.132812	-72.445297
2789.062500	-72.492760
2791.992188	-72.466492
2794.921875	-73.109207
2797.851562	-72.989792
2800.781250	-73.382454
2803.710938	-72.897621
2806.640625	-73.382469
2809.570312	-73.151421
2812.500000	-72.480225
2815.429688	-72.519806
2818.359375	-72.504799
2821.289062	-73.055649
2824.218750	-73.413376
2827.148438	-73.196831
2830.078125	-73.236595
2833.007812	-72.890701
2835.937500	-71.867867
2838.867188	-71.495499
2841.796875	-72.240776
2844.726562	-72.418007
2847.656250	-73.164772
2850.585938	-72.943085
2853.515625	-72.761848
2856.445312	-73.293793
2859.375000	-72.948448
2862.304688	-72.624535
2865.234375	-71.708649
2868.164062	-71.982719
2871.093750	-72.524620
2874.023438	-72.841225
2876.953125	-73.117943
2879.882812	-73.371544
2882.812500	-72.620743
2885.742188	-73.555267
2888.671875	-72.534119
2891.601562	-71.876152
2894.531250	-72.583466
2897.460938	-72.319359
2900.390625	-73.075188
2903.320312	-72.475861
2906.250000	-72.432381
2909.179688	-73.093246
2912.109375	-72.138855
2915.039062	-71.638519
2917.968750	-70.729446
2920.898438	-71.433098
2923.828125	-71.853607
2926.757812	-72.344673
2929.687500	-72.795464
2932.617188	-72.748680
2935.546875	-72.285500
2938.476562	-73.111153
2941.406250	-72.837936
2944.335938	-72.100052
2947.265625	-71.852959
2950.195312	-72.585983
2953.125000	-72.642448
2956.054688	-72.428406
2958.984375	-72.586906
2961.914062	-72.440315
2964.843750	-71.861504
2967.773438	-71.494179
2970.703125	-71.305344
2973.632812	-71.675423
2976.562500	-71.505463
2979.492188	-72.033600
2982.421875	-72.605385
2985.351562	-72.226143
2988.281250	-72.276115
2991.210938	-72.140602
2994.140625	-71.952255
2997.070312	-71.325378
3000.000000	-71.252029
3002.929688	-72.024223
3005.859375	-72.005150
3008.789062	-72.337273
3011.718750	-71.939926
3014.648438	-71.892395
3017.578125	-72.117393
3020.507812	-71.796219
3023.437500	-72.215385
3026.367188	-71.733551
3029.296875	-71.827133
3032.226562	-71.736359
3035.156250	-72.369057
3038.085938	-72.292038
3041.015625	-72.022278
3043.945312	-71.345184
3046.875000	-71.199043
3049.804688	-71.378746
3052.734375	-71.497330
3055.664062	-72.038284
3058.593750	-71.720398
3061.523438	-71.759117
3064.453125	-71.311440
3067.382812	-72.039330
3070.312500	-71.894127
3073.242188	-71.716194
3076.171875	-71.701889
3079.101562	-71.245163
3082.031250	-71.300423
3084.960938	-71.542442
3087.890625	-71.560577
3090.820312	-71.738510
3093.750000	-71.390472
3096.679688	-71.518501
3099.609375	-71.176567
3102.539062	-71.898689
3105.468750	-71.744385
3108.398438	-72.326340
3111.328125	-71.344704
3114.257812	-71.404533
3117.187500	-71.453568
3120.117188	-71.423782
3123.046875	-71.536453
3125.976562	-71.238052
3128.906250	-71.222336
3131.835938	-71.139351
3134.765625	-70.838989
3137.695312	-71.237732
3140.625000	-71.090919
3143.554688	-70.844002
3146.484375	-71.054604
3149.414062	-71.289833
3152.343750	-70.801895
3155.273438	-71.678337
3158.203125	-71.445900
3161.132812	-71.465393
3164.062500	-70.674225
3166.992188	-70.502518
3169.921875	-71.652245
3172.851562	-71.042961
3175.781250	-71.543129
3178.710938	-70.872803
3181.640625	-71.032852
3184.570312	-70.833252
3187.500000	-70.700790
3190.429688	-70.733070
3193.359375	-70.728729
3196.289062	-70.640549
3199.218750	-70.840157
3202.148438	-71.059387
3205.078125	-70.582474
3208.007812	-71.358871
3210.937500	-71.017464
3213.867188	-70.282097
3216.796875	-70.732483
3219.726562	-70.458939
3222.656250	-71.330994
3225.585938	-70.973839
3228.515625	-71.217857
3231.445312	-70.550919
3234.375000	-70.975723
3237.304688	-70.940292
3240.234375	-70.512749
3243.164062	-70.214928
3246.093750	-70.376442
3249.023438	-70.868248
3251.953125	-71.135696
3254.882812	-71.446037
3257.812500	-70.666443
3260.742188	-70.824844
3263.671875	-70.679230
3266.601562	-70.170578
3269.531250	-70.694542
3272.460938	-70.841682
3275.390625	-70.714622
3278.320312	-70.912766
3281.250000	-71.242592
3284.179688	-70.416916
3287.109375	-70.875343
3290.039062	-71.048706
3292.968750	-70.270409
3295.898438	-71.033257
3298.828125	-70.707596
3301.757812	-71.242722
3304.687500	-71.655769
3307.617188	-71.474716
3310.546875	-70.930000
3313.476562	-70.910271
3316.406250	-70.960510
3319.335938	-70.517822
3322.265625	-70.541641
3325.195312	-71.250504
3328.125000	-70.539627
3331.054688	-71.055855
3333.984375	-71.731865
3336.914062	-70.798225
3339.843750	-70.787659
3342.773438	-71.185295
3345.703125	-70.581993
3348.632812	-71.241264
3351.562500	-71.515419
3354.492188	-71.146774
3357.421875	-72.168015
3360.351562	-71.727074
3363.281250	-71.365936
3366.210938	-71.323647
3369.140625	-71.607231
3372.070312	-71.030876
3375.000000	-71.428665
3377.929688	-71.409782
3380.859375	-71.082230
3383.789062	-71.637764
3386.718750	-72.199966
3389.648438	-71.608658
3392.578125	-71.240135
3395.507812	-71.613823
3398.437500	-71.641319
3401.367188	-71.095688
3404.296875	-72.597839
3407.226562	-71.210922
3410.156250	-71.920822
3413.085938	-72.197563
3416.015625	-71.855553
3418.945312	-71.690376
3421.875000	-71.961845
3424.804688	-71.491112
3427.734375	-72.167992
3430.664062	-72.183510
3433.593750	-71.636246
3436.523438	-72.768028
3439.453125	-72.327255
3442.382812	-72.166595
3445.312500	-72.233696
3448.242188	-72.087059
3451.171875	-72.745987
3454.101562	-71.788170
3457.031250	-72.681702
3459.960938	-71.764236
3462.890625	-72.204605
3465.820312	-73.029533
3468.750000	-72.395164
3471.679688	-72.071548
3474.609375	-72.480499
3477.539062	-72.722847
3480.468750	-72.718391
3483.398438	-73.283401
