Frequency (Hz)	Level (dB)
2979.492188	-49.778027
2982.421875	-49.870380
2985.351562	-49.483921
2988.281250	-50.535358
2991.210938	-49.706749
2994.140625	-49.651447
2997.070312	-49.602272
3000.000000	-48.568432
3002.929688	-49.131187
3005.859375	-50.358559
3008.789062	-49.888088
3011.718750	-49.215607
3014.648438	-49.852814
3017.578125	-50.265762
3020.507812	-49.218998
3023.437500	-49.882206
3026.367188	-49.257595
3029.296875	-49.028107
3032.226562	-49.250553
3035.156250	-47.757576
3038.085938	-48.431175
3041.015625	-48.649242
3043.945312	-48.998932
3046.875000	-47.783863
3049.804688	-47.387901
3052.734375	-48.070786
3055.664062	-47.840000
3058.593750	-48.526447
3061.523438	-47.272789
3064.453125	-47.889992
3067.382812	-48.079391
3070.312500	-49.040478
3073.242188	-48.584198
3076.171875	-49.010574
3079.101562	-48.603199
3082.031250	-48.115849
3084.960938	-47.271442
3087.890625	-49.067112
3090.820312	-48.391125
3093.750000	-47.380165
3096.679688	-47.952171
3099.609375	-48.393288
3102.539062	-48.276085
3105.468750	-47.630852
3108.398438	-48.224800
3111.328125	-48.747345
3114.257812	-48.439434
3117.187500	-49.076023
3120.117188	-48.368320
3123.046875	-47.630341
3125.976562	-48.324848
3128.906250	-47.083652
3131.835938	-48.070789
3134.765625	-47.809986
3137.695312	-47.822685
3140.625000	-47.397049
3143.554688	-48.330067
3146.484375	-48.175598
3149.414062	-47.365040
3152.343750	-48.412975
3155.273438	-47.283340
3158.203125	-47.595406
3161.132812	-47.734043
3164.062500	-46.671436
3166.992188	-47.533890
3169.921875	-48.747887
3172.851562	-48.137871
3175.781250	-47.448009
3178.710938	-47.037064
3181.640625	-46.434765
3184.570312	-46.744366
3187.500000	-46.802887
3190.429688	-46.518478
3193.359375	-46.633690
3196.289062	-45.399033
3199.218750	-45.553932
3202.148438	-46.889488
3205.078125	-45.905937
3208.007812	-46.812809
3210.937500	-47.041138
3213.867188	-47.028316
3216.796875	-46.701820
3219.726562	-47.279011
3222.656250	-47.149242
3225.585938	-47.029449
3228.515625	-46.383850
3231.445312	-47.413319
3234.375000	-47.336552
3237.304688	-47.230377
3240.234375	-47.415413
3243.164062	-47.348099
3246.093750	-46.058090
3249.023438	-46.047108
3251.953125	-46.155701
3254.882812	-46.067085
3257.812500	-46.848766
3260.742188	-46.850674
3263.671875	-47.119267
3266.601562	-46.256962
3269.531250	-47.084297
3272.460938	-46.858818
3275.390625	-46.625488
3278.320312	-47.584839
3281.250000	-47.674465
3284.179688	-47.269657
3287.109375	-46.775757
3290.039062	-46.403675
3292.968750	-46.438969
3295.898438	-47.051880
3298.828125	-47.428574
3301.757812	-46.059216
3304.687500	-47.472027
3307.617188	-45.934341
3310.546875	-46.703903
3313.476562	-46.876312
3316.406250	-46.451004
3319.335938	-46.406116
3322.265625	-45.792164
3325.195312	-45.850189
3328.125000	-45.333710
3331.054688	-45.520943
3333.984375	-45.083557
3336.914062	-45.750645
3339.843750	-46.542294
3342.773438	-45.901180
3345.703125	-45.792068
3348.632812	-46.319775
3351.562500	-45.517574
3354.492188	-45.768459
3357.421875	-46.068645
3360.351562	-46.620689
3363.281250	-47.005486
3366.210938	-46.003609
3369.140625	-46.321880
3372.070312	-46.602745
3375.000000	-46.654926
3377.929688	-46.116642
3380.859375	-46.217857
3383.789062	-46.669418
3386.718750	-45.942383
3389.648438	-47.450977
3392.578125	-46.413116
3395.507812	-46.293156
3398.437500	-46.224823
3401.367188	-46.709011
3404.296875	-47.032238
3407.226562	-46.995640
3410.156250	-46.536324
